OBJECTID,UNIQUE_ID,Pentad NAME,PENTAD,VEG NAME CENTROID,Veg Extent,Veg_WEIGHT,MAX_OF_PROPORTION,ACCESSIBLE,PREFERRED Pentad,SG_APPLICATION,BIOREGION,Rain_season,Elev_range,Elev,MAP_CTN,PEMO,Chill,MinT_07,MAP,Frost,MeanT_02,APAN,MeanT_07,GDD0,GDD5,MTCO,MTWA,AETPET,WET,DRY,tri_mean,tri_sd,tri_med
2348,5298,Western Cape_3235_2000,3235_2000,Tanqua Karoo,6988.3135,4211,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,563,714.9013,44.96,1649.5601,803.208,2.76,226.4,23.04,23.36,2549.5679,9.84,6267.2,4442.2,9.6,24.2,0.094,0,-130.7,223.6587705,131.0004927,188.2631138
2349,5299,Northern Cape_3235_2005,3235_2005,Koedoesberge-Moordenaars Karoo,4714.5009,5209,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,519,767.7454,43.48,1672.12,880.384,2.4,214.32,25.16,23.16,2539.1001,9.6,6267.2,4442.2,9.6,24.2,0.094,0,-130.7,331.7374824,242.5009541,291.6350459
2350,5300,Northern Cape_3235_2010,3235_2010,Koedoesberge-Moordenaars Karoo,4714.5009,5676,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,516,693.1569,42.4,1698.88,787.924,2.52,195.08,24.24,23.6,2579.6921,9.84,6267.2,4442.2,9.6,24.2,0.094,0,-130.7,258.8476189,158.7047278,224.053565
2351,5301,Northern Cape_3235_2015,3235_2015,Koedoesberge-Moordenaars Karoo,4714.5009,5429,79,1,0,208 ER,Rainshadow Valley Karoo Bioregion,2,407,660.3051,41.44,1714.08,739.188,2.64,191.88,23.44,23.88,2602.928,9.96,6191.4,4366.4,9.2,23.9,0.088,0,-136.4,217.1458904,141.9311297,178.8463027
2352,5302,Northern Cape_3235_2020,3235_2020,Tanqua Wash Riviere,2130.0794,4918,79,1,0,208 ER,Inland Saline Vegetation,2,374,656.25,40.24,1724.04,701.036,2.8,167.96,23.04,23.92,2618.5,9.92,6191.4,4366.4,9.2,23.9,0.088,0,-136.4,150.4530692,154.261626,71.55417528
2353,5303,Northern Cape_3235_2025,3235_2025,Tanqua Karoo,6988.3135,4352,79,1,0,208 ER,Rainshadow Valley Karoo Bioregion,2,483,779.6173,38.64,1694.4,862.8,2.16,188.24,28.2,23.32,2573.752,9.52,6191.4,4366.4,9.2,23.9,0.088,0,-136.4,172.1970256,120.6401811,132.1211531
2354,5304,Northern Cape_3235_2030,3235_2030,Tanqua Escarpment Shrubland,1321.3262,4770,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,689,992.0689,36.52,1649.12,1130.504,1.64,264.36,34.88,22.52,2505.2839,8.6,4784.7,2959.8,6.2,19.5,0.176,6.2,-96.2,323.2463211,178.0725709,280.4335929
2355,5305,Northern Cape_3235_2035,3235_2035,Roggeveld Shale Renosterveld,2916.9036,5385,98,0,0,208 ER,Karoo Renosterveld Bioregion,2,734,1314.4409,33.84,1595.28,1488.1281,0.76,329.32,45.12,21.36,2424.48,7.36,4784.7,2959.8,6.2,19.5,0.176,6.2,-96.2,458.133276,239.6577063,477.4096773
2356,5306,Northern Cape_3235_2040,3235_2040,Roggeveld Shale Renosterveld,2916.9036,6789,100,1,0,208 ER,Karoo Renosterveld Bioregion,2,644,1502.6064,30.68,1555.24,1722.348,0.12,354.64,61.88,20.4,2363.48,6.32,4784.7,2959.8,6.2,19.5,0.176,6.2,-96.2,248.7526619,266.4119511,84.27929758
2357,5307,Northern Cape_3235_2045,3235_2045,Roggeveld Shale Renosterveld,2916.9036,7099,98,1,0,208 ER,Karoo Renosterveld Bioregion,2,246,1619.6406,27.24,1533.16,1818.908,0,371.04,75.12,20,2330.6641,5.64,4318.8,2494.1,5.1,18.1,0.222,10.2,-80.3,80.64817451,50.67098289,68.03675477
2358,5308,Northern Cape_3235_2050,3235_2050,Roggeveld Shale Renosterveld,2916.9036,7085,100,1,0,208 ER,Karoo Renosterveld Bioregion,2.16,354,1586.0591,24.2,1540.24,1674.464,0,363.44,70.8,20.08,2341.0601,5.96,4318.8,2494.1,5.1,18.1,0.222,10.2,-80.3,132.2986297,155.6197281,86.1684397
2359,5309,Northern Cape_3235_2055,3235_2055,Roggeveld Shale Renosterveld,2916.9036,7110,100,1,0,208 ER,Karoo Renosterveld Bioregion,6,438,1570.4788,23,1541.3199,1311.5439,0,352.84,67.68,20.16,2342.3999,5.96,4318.8,2494.1,5.1,18.1,0.222,10.2,-80.3,195.7253298,197.0280725,105.2354503
2360,5310,Northern Cape_3235_2100,3235_2100,Roggeveld Shale Renosterveld,2916.9036,7093,100,1,0,208 ER,Karoo Renosterveld Bioregion,6,355,1585.3864,23.2,1543,1328.76,0,314.6,69.96,20.08,2345.7319,5.76,4832.7,3007.7,6,19.7,0.184,1.2,-96.5,148.4767982,143.5337267,101.4001972
2361,5311,Northern Cape_3235_2105,3235_2105,Central Mountain Shale Renosterveld,1236.5128,7183,100,0,0,208 ER,Karoo Renosterveld Bioregion,6,737,1382.3727,27,1586.72,1165.0439,0.52,273.08,51.72,21.04,2412.2161,6.96,4832.7,3007.7,6,19.7,0.184,1.2,-96.5,462.8218863,199.3384481,473.169103
2362,5312,Western Cape_3235_2110,3235_2110,Gamka Karoo,20324.9068,7239,100,0,0,208 ER,Lower Karoo Bioregion,6,442,949.9323,31.24,1652.52,827.492,2.08,191.6,32.96,22.48,2510.8879,9.2,4832.7,3007.7,6,19.7,0.184,1.2,-96.5,219.3539383,153.1841868,182.0631758
2363,5313,Western Cape_3235_2115,3235_2115,Gamka Karoo,20324.9068,7240,100,0,0,208 ER,Lower Karoo Bioregion,6,160,798.212,31.88,1672.84,648.68,3,178.44,26.28,23,2542.396,10,6013.1,4188.1,8,23.2,0.105,0,-138.8,57.44224261,31.26790591,49.09175083
2364,5314,Western Cape_3235_2120,3235_2120,Gamka Karoo,20324.9068,7240,100,0,0,208 ER,Lower Karoo Bioregion,6,160,750.3734,35.56,1676.76,608.232,3,169.64,23.88,23,2548.324,10,6013.1,4188.1,8,23.2,0.105,0,-138.8,58.63158443,40.16371395,47.66550115
2365,5315,Western Cape_3235_2125,3235_2125,Gamka Karoo,20324.9068,7241,100,0,0,208 ER,Lower Karoo Bioregion,6,189,769.9682,42.64,1672.2,632.928,3,168.12,24.4,23,2540.72,10,6013.1,4188.1,8,23.2,0.105,0,-138.8,118.6975296,79.1028215,98.01785283
2366,5316,Western Cape_3235_2130,3235_2130,Gamka Karoo,20324.9068,7241,100,1,0,208 ER,Lower Karoo Bioregion,6,135,765.7912,50.32,1677.8,629.3,3,136.8,24.68,23,2549.2639,10,6090.1,4265.1,8.4,23.3,0.11,0,-137.9,82.55407377,53.51392219,66.49435971
2367,5317,Western Cape_3235_2135,3235_2135,Gamka Karoo,20324.9068,7241,100,0,0,208 ER,Lower Karoo Bioregion,6,150,760.0591,51.96,1676.05,623.745,3,123.68,24.3,23,2547.2051,10,6090.1,4265.1,8.4,23.3,0.11,0,-137.9,81.21423868,49.89273771,67.39436178
2368,5318,Western Cape_3235_2140,3235_2140,Gamka Karoo,20324.9068,7241,100,0,0,208 ER,Lower Karoo Bioregion,6,114,707.6716,53.48,1679.3199,576.804,3,123.64,21.48,23,2552.668,10,6090.1,4265.1,8.4,23.3,0.11,0,-137.9,76.30319433,41.09115212,68.83313156
2369,5319,Western Cape_3235_2145,3235_2145,Gamka Karoo,20324.9068,7235,100,0,0,208 ER,Lower Karoo Bioregion,6,93,650.3454,56.64,1685.04,512.532,3.12,137.32,17.88,23,2560.28,10.96,6315.4,4490.4,9.6,23.7,0.111,0,-138.1,54.71776255,29.64306809,47.65501023
2370,5320,Western Cape_3235_2150,3235_2150,Gamka Karoo,20324.9068,7128,100,1,0,208 ER,Lower Karoo Bioregion,6,91,618.0414,55.08,1690.36,484.912,3.96,111.24,15.92,23,2569.9399,11,6315.4,4490.4,9.6,23.7,0.111,0,-138.1,42.30918179,24.29065752,36.27671429
2371,5321,Western Cape_3235_2155,3235_2155,Gamka Karoo,20324.9068,7204,100,0,0,208 ER,Lower Karoo Bioregion,6,94,620.4839,51.04,1686.52,480.248,3.92,116.72,15.64,23,2564.396,11,6315.4,4490.4,9.6,23.7,0.111,0,-138.1,48.84363915,25.4246777,41.78516483
2372,5322,Western Cape_3235_2200,3235_2200,Gamka Karoo,20324.9068,7195,100,0,0,208 ER,Lower Karoo Bioregion,6,93,626.3101,47.44,1677.2,483.94,3.88,147.36,15.96,23,2549.6799,11,6394.5,4569.6,10.4,23.8,0.128,0,-131.4,41.79951538,26.46429018,34.23448554
2373,5323,Western Cape_3235_2205,3235_2205,Gamka Karoo,20324.9068,7222,100,1,0,208 ER,Lower Karoo Bioregion,6,72,630.1844,44.12,1674.16,486.348,3.72,145.2,16.24,23,2545.064,11,6394.5,4569.6,10.4,23.8,0.128,0,-131.4,33.33759004,13.09639697,30.09983389
2374,5324,Western Cape_3235_2210,3235_2210,Gamka Karoo,20324.9068,7217,100,1,0,208 ER,Lower Karoo Bioregion,6,80,647.9098,42.76,1665.64,497.92,3.32,163.16,16.96,23,2531.96,11,6394.5,4569.6,10.4,23.8,0.128,0,-131.4,33.96376344,12.18496405,31.591138
2375,5325,Western Cape_3235_2215,3235_2215,Gamka Karoo,20324.9068,7243,100,0,0,208 ER,Lower Karoo Bioregion,6,114,697.5767,41.64,1657.96,545.076,3,154.96,19.28,23,2519.6079,10.44,6328.7,4503.7,10.7,23.4,0.159,0,-118.9,43.82558698,26.31589948,36.82390528
2376,5326,Western Cape_3235_2220,3235_2220,Gamka Karoo,20324.9068,7243,100,0,0,208 ER,Lower Karoo Bioregion,6,128,743.854,37.48,1645.4399,603.324,3,157.48,22.12,22.76,2500.936,10,6328.7,4503.7,10.7,23.4,0.159,0,-118.9,55.71515846,24.70600691,51.2249939
2377,5327,Western Cape_3235_2225,3235_2225,Gamka Karoo,20324.9068,7244,100,0,0,208 ER,Lower Karoo Bioregion,6,111,779.0525,36,1635.8,636.352,3,162.72,23.8,22.36,2486.488,10,6328.7,4503.7,10.7,23.4,0.159,0,-118.9,55.57169966,24.83985709,50.90186637
2378,5328,Western Cape_3235_2230,3235_2230,Gamka Karoo,20324.9068,7244,100,1,0,208 ER,Lower Karoo Bioregion,6,116,832.767,35.16,1623.8,696.304,2.96,169.68,26.96,22,2467.96,9.96,6208.9,4383.9,10.8,23,0.191,0,-106.5,46.31820419,20.44652058,40.94508472
2379,5329,Western Cape_3235_2235,3235_2235,Gamka Karoo,20324.9068,7244,100,0,0,208 ER,Lower Karoo Bioregion,6,59,876.7416,35,1613.84,763.168,2.2,174.04,30.44,22,2453.8401,9.68,6208.9,4383.9,10.8,23,0.191,0,-106.5,27.42711952,12.92827689,24.67792536
2380,5330,Western Cape_3235_2240,3235_2240,Gamka Karoo,20324.9068,7245,100,0,0,208 ER,Lower Karoo Bioregion,6,39,864.0586,35,1615.12,749.716,2.36,174.2,29.84,22,2454.4561,10,6208.9,4383.9,10.8,23,0.191,0,-106.5,17.4783795,4.97748814,16.37070554
2381,5331,Western Cape_3235_2245,3235_2245,Gamka Karoo,20324.9068,7245,100,0,0,208 ER,Lower Karoo Bioregion,6,39,843.1479,35,1616.84,705.56,3,176.72,27.92,22,2458.2,10,6224.4,4399.4,10.8,23.1,0.191,0,-107.1,16.91639615,4.992068126,15.84297952
2382,5332,Western Cape_3235_2250,3235_2250,Gamka Karoo,20324.9068,7094,100,1,0,208 ER,Lower Karoo Bioregion,5.96,26,826.3378,35,1619,682.448,3,178.36,26.84,22,2460.9961,10,6224.4,4399.4,10.8,23.1,0.191,0,-107.1,16.6188449,5.782324133,14.79864859
2383,5333,Western Cape_3235_2255,3235_2255,Gamka Karoo,20324.9068,7177,100,1,0,208 ER,Lower Karoo Bioregion,6,29,822.4244,35.44,1616.4,675.392,3,180.36,26.12,22,2458.3401,10,6224.4,4399.4,10.8,23.1,0.191,0,-107.1,15.06725122,4.570958904,13.74772708
2384,5334,Western Cape_3235_2300,3235_2300,Gamka Karoo,20324.9068,7247,100,0,0,208 ER,Lower Karoo Bioregion,6,67,825.653,36.48,1611.64,675.04,3,188.92,26.04,22,2450.9121,10,6163.2,4338.2,10.5,23,0.192,0,-107,22.21783389,12.35434077,17.72004515
2385,5335,Western Cape_3235_2305,3235_2305,Gamka Karoo,20324.9068,7247,100,0,0,208 ER,Lower Karoo Bioregion,6,89,842.5786,37.2,1606.12,686.656,2.96,193.04,26.52,22,2442.8679,10,6163.2,4338.2,10.5,23,0.192,0,-107,30.63150419,17.48379723,25.61249695
2386,5336,Western Cape_3235_2310,3235_2310,Gamka Karoo,20324.9068,7248,100,1,0,208 ER,Lower Karoo Bioregion,6,64,867.4449,37.32,1603,717.652,2.6,187.64,28.08,22,2436.8159,9.96,6163.2,4338.2,10.5,23,0.192,0,-107,36.30162459,20.07403635,30.3644529
2387,5337,Western Cape_3235_2315,3235_2315,Gamka Karoo,20324.9068,7248,100,0,0,208 ER,Lower Karoo Bioregion,6,61,887.6657,36.44,1598.04,758.112,2.08,180,29.12,22,2429.1399,9.56,6130.4,4305.4,10.2,23,0.194,0,-106.8,30.70137468,9.415270123,29.25747768
2388,5338,Eastern Cape_3235_2320,3235_2320,Gamka Karoo,20324.9068,7238,100,0,0,208 ER,Lower Karoo Bioregion,6,76,864.4814,35.68,1610.12,716.896,2.16,179.28,28.8,22,2448.208,9.92,6130.4,4305.4,10.2,23,0.194,0,-106.8,30.52920204,10.32420063,28.70540019
2389,5339,Eastern Cape_3235_2325,3235_2325,Eastern Lower Karoo,8321.0626,7212,100,1,0,208 ER,Lower Karoo Bioregion,6,77,831.2944,35.84,1626.76,676.292,2.6,162.92,27.48,22,2473.696,10,6130.4,4305.4,10.2,23,0.194,0,-106.8,25.31758998,8.980017176,23.62202362
2390,5340,Eastern Cape_3235_2330,3235_2330,Eastern Lower Karoo,8321.0626,7124,100,0,0,208 ER,Lower Karoo Bioregion,6,55,808.8902,35.92,1634,648.152,3,163,26.36,22,2483.792,10,6209.4,4384.4,10.3,23.2,0.193,0,-108.1,21.91211846,10.00294855,19.94993734
2391,5341,Eastern Cape_3235_2335,3235_2335,Southern Karoo Riviere,5299.1347,7080,100,0,0,208 ER,Inland Saline Vegetation,6,34,803.0808,35.32,1629.6801,638.556,3,180.68,25.92,22,2477.384,10,6209.4,4384.4,10.3,23.2,0.193,0,-108.1,17.21971594,7.234521477,15.16575089
2392,5342,Eastern Cape_3235_2340,3235_2340,Eastern Lower Karoo,8321.0626,7211,100,0,0,208 ER,Lower Karoo Bioregion,6,43,821.9048,35,1613.96,653.904,3,216.68,26.72,22,2454.5559,10,6209.4,4384.4,10.3,23.2,0.193,0,-108.1,19.38343465,7.862397834,17.49285568
2393,5343,Eastern Cape_3235_2345,3235_2345,Eastern Lower Karoo,8321.0626,7212,100,0,0,208 ER,Lower Karoo Bioregion,6,60,847.8766,35,1603.5601,677.576,2.16,227.2,28.56,22,2438.6599,10,6127.6,4302.6,10.1,22.8,0.21,0,-101.5,17.15685284,4.992329023,16.37070554
2394,5344,Eastern Cape_3235_2350,3235_2350,Eastern Lower Karoo,8321.0626,7213,100,1,0,208 ER,Lower Karoo Bioregion,6,75,868.7007,35,1604.48,694.828,2,229.6,31.04,22,2441.0481,9.72,6127.6,4302.6,10.1,22.8,0.21,0,-101.5,21.43084231,7.13625819,20.37154879
2395,5345,Eastern Cape_3235_2355,3235_2355,Eastern Lower Karoo,8321.0626,7210,100,1,0,208 ER,Lower Karoo Bioregion,6,173,869.6222,35.52,1596.84,695.94,2.12,239.72,30.32,21.96,2428.8921,9.56,6127.6,4302.6,10.1,22.8,0.21,0,-101.5,48.58666116,38.72917087,33.04542328
2396,5346,Eastern Cape_3235_2400,3235_2400,Eastern Lower Karoo,8321.0626,7222,101,1,0,208 ER,Lower Karoo Bioregion,6,205,843.3953,36,1649.5601,681.264,2.44,262.12,27.28,22,2406.9839,9.92,6318.7,4493.7,10.8,23.1,0.216,0,-99.8,55.98278802,58.30135343,33.01514804
2397,5347,Eastern Cape_3235_2405,3235_2405,Eastern Lower Karoo,8321.0626,7215,100,1,0,208 ER,Lower Karoo Bioregion,6,80,771.6511,36.88,1591.8,604.76,3,263,23.16,22,2421.8521,10,6318.7,4493.7,10.8,23.1,0.216,0,-99.8,22.0052844,4.931887469,21.42428529
2398,5348,Eastern Cape_3235_2410,3235_2410,Eastern Lower Karoo,8321.0626,7216,100,1,0,208 ER,Lower Karoo Bioregion,6,56,735.8325,37.96,1600.96,563.424,3,241.08,21,22,2434.8479,10,6318.7,4493.7,10.8,23.1,0.216,0,-99.8,20.84433809,5.05000279,20.02498439
2399,5349,Eastern Cape_3235_2415,3235_2415,Eastern Lower Karoo,8321.0626,7217,100,0,0,208 ER,Lower Karoo Bioregion,6,89,716.4833,39,1601.76,533.94,3,242.8,19.24,22,2436.032,10.4,6472.2,4647.2,11.5,23.5,0.224,0,-97.4,31.94820884,17.23618068,26.45751311
2400,5350,Eastern Cape_3235_2420,3235_2420,Eastern Lower Karoo,8321.0626,7218,100,1,0,208 ER,Lower Karoo Bioregion,6,101,696.9897,38.8,1597.28,511.124,3,250.08,17.88,22,2429.8081,10.92,6472.2,4647.2,11.5,23.5,0.224,0,-97.4,41.44164754,19.77012495,36.7559519
2401,5351,Eastern Cape_3235_2425,3235_2425,Eastern Lower Karoo,8321.0626,7219,100,1,0,208 ER,Lower Karoo Bioregion,6,111,651.899,38.32,1595.16,470.86,3.28,262.08,15.84,22.6,2426.2119,11,6472.2,4647.2,11.5,23.5,0.224,0,-97.4,46.99812609,35.40376408,34.39476704
2402,5352,Eastern Cape_3235_2430,3235_2430,Eastern Lower Karoo,8321.0626,7215,100,0,0,208 ER,Lower Karoo Bioregion,6,130,612.0213,37.28,1599.24,439.716,3.96,254.08,13.8,22.96,2433.1079,11,6671.2,4846.2,12.1,24,0.219,0,-99.4,49.61166606,47.0425373,32.63433774
2403,5353,Eastern Cape_3235_2435,3235_2435,Eastern Lower Karoo,8321.0626,7163,100,0,0,208 ER,Lower Karoo Bioregion,6,109,584.5709,36,1601.3199,411.216,4,252.32,12.64,23,2435.78,11,6671.2,4846.2,12.1,24,0.219,0,-99.4,50.19813943,38.35164357,35.93048845
2404,5354,Eastern Cape_3235_2440,3235_2440,Eastern Lower Karoo,8321.0626,7181,100,1,0,208 ER,Lower Karoo Bioregion,6,101,616.5067,34.8,1589.6801,431.808,4,258.48,13.28,22.8,2418.2639,11,6671.2,4846.2,12.1,24,0.219,0,-99.4,53.35223587,37.97738565,39.25557285
2405,5355,Eastern Cape_3235_2445,3235_2445,Southern Karoo Riviere,5299.1347,7126,100,1,0,202 ER,Inland Saline Vegetation,6,92,653.0527,33.76,1575,455.968,3.76,276.4,14.76,22.04,2395.688,11,6440.7,4615.7,11.6,23.2,0.248,0,-87.5,38.09690949,24.2662699,30.16620626
2406,5356,Eastern Cape_3235_2450,3235_2450,Eastern Lower Karoo,8321.0626,7189,100,0,0,202 ER,Lower Karoo Bioregion,6,88,687.9947,32.96,1555.96,490.884,3,304.8,16.68,22,2367.3201,11,6440.7,4615.7,11.6,23.2,0.248,0,-87.5,34.70490175,14.11766724,31.63858404
2407,5357,Eastern Cape_3235_2455,3235_2455,Eastern Lower Karoo,8321.0626,7225,100,1,0,202 ER,Lower Karoo Bioregion,6,86,736.2807,32.08,1540.72,537.392,3,309.76,18.48,22,2344.0801,10.44,6440.7,4615.7,11.6,23.2,0.248,0,-87.5,37.16282104,17.4264445,32.01562119
2408,5358,Eastern Cape_3235_2500,3235_2500,Eastern Lower Karoo,8321.0626,7131,100,1,0,202 ER,Lower Karoo Bioregion,6,75,761.6055,31.6,1529.4399,568.908,3,303.52,20.08,22,2327.104,10,6339.8,4514.8,11.4,22.8,0.275,0,-77,38.57070685,13.92205096,35.32704347
2409,5359,Eastern Cape_3235_2505,3235_2505,Eastern Lower Karoo,8321.0626,7050,100,1,0,202 ER,Lower Karoo Bioregion,6,127,712.2059,30.84,1526.5601,518.208,3.08,308.28,17.16,22,2322.304,10.76,6339.8,4514.8,11.4,22.8,0.275,0,-77,54.27231605,24.7745976,48.38388161
2410,5360,Eastern Cape_3235_2510,3235_2510,Eastern Lower Karoo,8321.0626,7178,101,1,0,202 ER,Lower Karoo Bioregion,6,263,717.8885,29.16,1514.76,492.292,3.36,321.08,16.04,22,2305.7959,10.88,6339.8,4514.8,11.4,22.8,0.275,0,-77,76.10417282,47.34200628,64.86909896
2411,5361,Eastern Cape_3235_2515,3235_2515,Camdebo Escarpment Thicket,1976.2172,7305,101,1,0,202 ER,Albany Thicket,6,1028,948.1752,25.36,1538.88,634.94,2.88,393.32,20.92,21.28,2222.968,10.04,5636.3,3811.3,9.7,20.5,0.414,2.9,-29.2,356.683228,307.2937636,215.483178
2412,5362,Eastern Cape_3235_2520,3235_2520,Great Fish Thicket,6763.3653,6315,101,0,0,202 ER,Albany Thicket,6,874,1247.2323,24,1498.96,990.152,1.6,490.08,30.72,19.52,2059.6521,8.4,5636.3,3811.3,9.7,20.5,0.414,2.9,-29.2,621.0697185,278.2731207,612.3838665
2413,5363,Eastern Cape_3235_2525,3235_2525,Karoo Escarpment Grassland,8378.3019,6011,101,1,0,221 ER,Dry Highveld Grassland Bioregion,6,575,1058.1597,24.36,1515.2,834.488,2.16,418.88,28.16,20.28,2119.928,9.16,5636.3,3811.3,9.7,20.5,0.414,2.9,-29.2,402.7923051,235.9842082,371.6665172
2414,5364,Eastern Cape_3235_2530,3235_2530,Karoo Escarpment Grassland,8378.3019,5560,98,0,0,221 ER,Dry Highveld Grassland Bioregion,6,523,1260.3661,26.48,1458.96,1006.808,1,405.4,41.6,19.44,2041.584,8.12,5484.8,3659.8,9.4,19.9,0.466,9.7,-18.1,369.1973268,197.8758825,309.1488315
2415,5365,Eastern Cape_3235_2535,3235_2535,Eastern Cape Escarpment Thicket,1291.8364,4864,98,1,0,221 ER,Albany Thicket,6,774,1222.6372,29.24,1408.52,952.468,1.52,497.4,34.4,19.4,1974.532,8.64,5484.8,3659.8,9.4,19.9,0.466,9.7,-18.1,518.3661402,250.4706984,532.0225559
2416,5366,Eastern Cape_3235_2540,3235_2540,Amathole Montane Grassland,4419.5492,4718,98,1,0,221 ER,Drakensberg Grassland Bioregion,6,657,910.6602,31.16,1478.5601,675.12,3.16,410.84,18.6,20.68,2072.9961,10,5484.8,3659.8,9.4,19.9,0.466,9.7,-18.1,447.2777298,266.5308622,432.2880908
2417,5367,Eastern Cape_3235_2545,3235_2545,Great Fish Thicket,6763.3653,5512,95,1,0,221 ER,Albany Thicket,6,532,757.186,32.64,1501.16,475.056,4.04,383.12,11.56,21.76,2105.9321,10.96,6138.8,4313.8,11.3,21.6,0.413,1.7,-31.7,283.1110559,214.0202837,218.5817925
2418,5368,Eastern Cape_3235_2550,3235_2550,Great Fish Thicket,6763.3653,5934,95,1,0,221 ER,Albany Thicket,6,283,659.6965,33.48,1523.6,419.024,4.04,370.92,8.72,21.92,2109.676,11.28,6138.8,4313.8,11.3,21.6,0.413,1.7,-31.7,97.63229033,77.1756428,76.53757247
2419,5369,Eastern Cape_3235_2555,3235_2555,Albany Broken Veld,1647.9217,6117,101,1,0,221 ER,Lower Karoo Bioregion,6,760,796.7223,32.36,1498.3199,487.596,4.08,408.4,10.08,21.48,2043.448,10.92,6138.8,4313.8,11.3,21.6,0.413,1.7,-31.7,339.0106355,318.4681482,147.1767645
2420,5370,Eastern Cape_3235_2600,3235_2600,Amathole Montane Grassland,4419.5492,4915,101,1,0,221 ER,Drakensberg Grassland Bioregion,6,679,1028.4927,30.92,1453.6801,660.156,3.48,544.04,15.28,20.32,1930.3719,10.32,5808.1,3983.1,10.4,20.7,0.476,8.1,-15.1,493.7898885,273.4077359,468.8048635
2421,5371,Eastern Cape_3235_2605,3235_2605,Eastern Cape Escarpment Thicket,1291.8364,4840,101,0,0,221 ER,Albany Thicket,6,850,1054.1172,30.68,1431.16,676.076,3.56,627.32,15.16,20.16,1901.38,10.36,5808.1,3983.1,10.4,20.7,0.476,8.1,-15.1,483.2177167,236.1035913,458.9117562
2422,5372,Eastern Cape_3235_2610,3235_2610,Amathole Montane Grassland,4419.5492,4443,101,0,0,221 ER,Drakensberg Grassland Bioregion,6,618,875.4576,30.88,1466.6801,547.784,4.08,554,11,20.92,1948.104,10.76,5808.1,3983.1,10.4,20.7,0.476,8.1,-15.1,446.4869172,216.2145503,430.1418371
2423,5373,Eastern Cape_3235_2615,3235_2615,Great Fish Thicket,6763.3653,5137,78,1,0,221 ER,Albany Thicket,6,532,741.8389,31.08,1503.52,437.516,4.36,502.08,7.64,21.6,1997.5441,11.56,5856.2,4031.2,10.7,20.9,0.515,15.2,-9,389.3166805,228.5610809,340.7638478
2424,5374,Eastern Cape_3235_2620,3235_2620,Eastern Cape Escarpment Thicket,1291.8364,4638,78,1,0,Buffer,Albany Thicket,5.8,555,876.3741,31.76,1441.96,527.568,4.36,563.08,9.44,20.84,1916.484,10.96,5856.2,4031.2,10.7,20.9,0.515,15.2,-9,471.6873359,245.140182,434.9022879
2473,5496,Western Cape_3230_1940,3230_1940,Tanqua Karoo,6988.3135,4194,58,0,0,Buffer,Rainshadow Valley Karoo Bioregion,2,108,424.3112,51.6,1615.3199,564.4,3.68,118.72,12.92,24,2581.5679,10.76,6494.4,4669.3,10.6,24.8,0.148,14.4,-105.1,46.21727146,25.27588547,39.87480407
2474,5497,Western Cape_3230_1945,3230_1945,Tanqua Karoo,6988.3135,4534,79,1,0,208 ER,Rainshadow Valley Karoo Bioregion,2,73,378.5617,50.12,1643.84,514.268,4,92.6,12.64,24.2,2627.376,11,6685,4859.9,10.8,25.5,0.107,0.7,-120.1,25.44194742,11.08835477,23.08679276
2475,5498,Western Cape_3230_1950,3230_1950,Tanqua Karoo,6988.3135,4253,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,117,402.5163,48.28,1649.36,514.608,3.68,121.52,13.28,24.24,2634.292,11,6685,4859.9,10.8,25.5,0.107,0.7,-120.1,29.89715448,7.15909767,28.96549672
2476,5499,Western Cape_3230_1955,3230_1955,Tanqua Karoo,6988.3135,4194,58,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,560,534.1224,46.28,1624.64,664.76,2.96,173.88,16.88,23.68,2583.5801,10.48,6685,4859.9,10.8,25.5,0.107,0.7,-120.1,126.635745,164.0230218,57.32364259
2477,5500,Western Cape_3230_2000,3230_2000,Tanqua Karoo,6988.3135,4289,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,501,603.1448,44.2,1692.16,710.656,2.88,210.4,20.2,23.64,2579.5801,10.08,6267.2,4442.2,9.6,24.2,0.094,0,-130.7,162.1377153,126.0352169,127.7575829
2478,5501,Northern Cape_3230_2005,3230_2005,Koedoesberge-Moordenaars Karoo,4714.5009,5501,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,608,756.5749,42.24,1665.52,885.7,2.32,250.44,22.28,23.16,2534.748,9.48,6267.2,4442.2,9.6,24.2,0.094,0,-130.7,495.8885204,325.1450245,453.5394139
2479,5502,Northern Cape_3230_2010,3230_2010,Koedoesberge-Moordenaars Karoo,4714.5009,5358,79,1,0,208 ER,Rainshadow Valley Karoo Bioregion,2,492,563.7939,41.28,1690.8,642.828,2.88,188.56,20.24,24.12,2628.9319,10.24,6267.2,4442.2,9.6,24.2,0.094,0,-130.7,192.2961131,230.8975296,76.4852927
