PENTAD,PENTAD ID,POINT SITE FARM,BioGaps Track No,Family,Genus,SPECIES,NO_SPEC,DETERMINED,Country,Prov,Distr,Locality,QDS,LAT1,LONG1,LATDEC1,LONDEC1,LAT2,LONG2,LATDEC2,LONDEC2,ALT,DD1,MM1,YYYY1,DD2,MM2,YYYY2,Collectors,MAIN VEGETATION TYPE,BIOREGION,GENERAL HABITAT,COLLECTION METHOD,WEATHER AT NIGHT,SPECIMEN DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225_2335,2649,"Rooidraai, Oorlogspoort",2017-12-19 23:02:07 RC,Buthidae,Uroplectes,Uroplectes gracilior,12,"L. Prendini, 2017",South Africa,Eastern Cape Province,Aberdeen District,Farm Rooidraai on Oorlogspoort 85,3223BC,32°29.027'S,23°36.802'E,-32.48334083,23.60022278,32°28.744'S,23°36.680'E,-32.46687333,23.60018889,839 m,19,12,2017,,,,L. Prendini & R. Christiaan,Eastern Lower Karoo,Lower Karoo Bioregion,"Nama Karoo on flat plain with drainage lines and pans in places, scattered A. karoo bushes along drainage lines, small bushes elsewhere, no grass, mostly on hard, blocky grey clay, softer reddish sandy-loam in places, some areas with small pebbles on ground surface","night, UV light detection","cool, moonless night, still at first, light breeze later","fairly common, sitting on bushes or walking on ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215_2305,2905,Hopewell,2017-12-09 23:21:56 LP,Buthidae,Parabuthus,Parabuthus capensis,4,"L. Prendini, 2017",South Africa,Western Cape Province,Beaufort West District,"Farm Hopewell on Klein Aar 146, N boundary, 4.1 km N of intersection with road Beaufort West–Aberdeen on road to Nelspoort",3223AC,32°17.872'S,23°07.283'E,-32.28357556,23.11674528,,,,,912 m,9,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on flat to gently sloping plain with vloere/pans in places and low rocky (dolerite) ridge and small sandstone koppie, small spiny bushes on very hard, blocky clay","night, UV light detection","cold, very windy, moonless night","scorpions moderately common, running on ground or sitting on ground/bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215_2305,2905,Hopewell,2017-12-09 23:21:56 LP,Buthidae,Parabuthus,Parabuthus schlechteri,7,"L. Prendini, 2017",South Africa,Western Cape Province,Beaufort West District,"Farm Hopewell on Klein Aar 146, N boundary, 4.1 km N of intersection with road Beaufort West–Aberdeen on road to Nelspoort",3223AC,32°17.872'S,23°07.283'E,-32.28357556,23.11674528,,,,,912 m,9,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on flat to gently sloping plain with vloere/pans in places and low rocky (dolerite) ridge and small sandstone koppie, small spiny bushes on very hard, blocky clay","night, UV light detection","cold, very windy, moonless night","scorpions moderately common, running on ground or sitting on ground/bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215_2305,2905,Hopewell,2017-12-09 23:21:56 LP,Buthidae,Uroplectes,Uroplectes gracilior,134,"L. Prendini, 2017",South Africa,Western Cape Province,Beaufort West District,"Farm Hopewell on Klein Aar 146, N boundary, 4.1 km N of intersection with road Beaufort West–Aberdeen on road to Nelspoort",3223AC,32°17.872'S,23°07.283'E,-32.28357556,23.11674528,,,,,912 m,9,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on flat to gently sloping plain with vloere/pans in places and low rocky (dolerite) ridge and small sandstone koppie, small spiny bushes on very hard, blocky clay","night, UV light detection","cold, very windy, moonless night","scorpions moderately common, running on ground or sitting on ground/bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215_2305,2905,Hopewell,2017-12-09 23:21:56 RC,Buthidae,Parabuthus,Parabuthus capensis,3,"L. Prendini, 2017",South Africa,Western Cape Province,Beaufort West District,"Farm Hopewell on Klein Aar 146, N boundary, 4.1 km N of intersection with road Beaufort West–Aberdeen on road to Nelspoort",3223AC,32°17.872'S,23°07.283'E,-32.28357556,23.11674528,,,,,912 m,9,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on flat to gently sloping plain with vloere/pans in places and low rocky (dolerite) ridge and small sandstone koppie, small spiny bushes on very hard, blocky clay","night, UV light detection","cold, very windy, moonless night","scorpions moderately common, running on ground or sitting on ground/bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215_2305,2905,Hopewell,2017-12-09 23:21:56 RC,Buthidae,Parabuthus,Parabuthus schlechteri,2,"L. Prendini, 2017",South Africa,Western Cape Province,Beaufort West District,"Farm Hopewell on Klein Aar 146, N boundary, 4.1 km N of intersection with road Beaufort West–Aberdeen on road to Nelspoort",3223AC,32°17.872'S,23°07.283'E,-32.28357556,23.11674528,,,,,912 m,9,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on flat to gently sloping plain with vloere/pans in places and low rocky (dolerite) ridge and small sandstone koppie, small spiny bushes on very hard, blocky clay","night, UV light detection","cold, very windy, moonless night","scorpions moderately common, running on ground or sitting on ground/bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215_2305,2905,Hopewell,2017-12-09 23:21:56 RC,Buthidae,Uroplectes,Uroplectes gracilior,35,"L. Prendini, 2017",South Africa,Western Cape Province,Beaufort West District,"Farm Hopewell on Klein Aar 146, N boundary, 4.1 km N of intersection with road Beaufort West–Aberdeen on road to Nelspoort",3223AC,32°17.872'S,23°07.283'E,-32.28357556,23.11674528,,,,,912 m,9,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on flat to gently sloping plain with vloere/pans in places and low rocky (dolerite) ridge and small sandstone koppie, small spiny bushes on very hard, blocky clay","night, UV light detection","cold, very windy, moonless night","scorpions moderately common, running on ground or sitting on ground/bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215_2305,2905,Hopewell,,Scorpionidae,Opistophthalmus,Opistophthalmus crassimanus,3,"L. Prendini, 2017",South Africa,Western Cape Province,Beaufort West District,"Farm Hopewell on Klein Aar 146, N boundary, 4.1 km N of intersection with road Beaufort West–Aberdeen on road to Nelspoort",3223AC,32°17.844'S,23°07.117'E,-32.28356778,23.11669917,,,,,888 m,9,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on flat plain with vloere/pans in places, small spiny bushes on very hard, blocky clay","day, burrow excavation",,"excavated from burrows, ca. 20–25 cm deep in open ground/at base of small bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215_2305,2905,Hopewell,,Scorpionidae,Opistophthalmus,Opistophthalmus crassimanus,12,"L. Prendini, 2017",South Africa,Western Cape Province,Beaufort West District,"Farm Hopewell on Klein Aar 146, N boundary, 4.1 km N of intersection with road Beaufort West–Aberdeen on road to Nelspoort",3223AC,32°17.945'S,23°06.897'E,-32.28359583,23.10024917,32°18.028'S,23°06.823'E,-32.30000778,23.10022861,917–919 m,9,12,2017,10,12,2017,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on flat plain with vloere/pans in places, small spiny bushes on very hard, blocky clay","day, burrow excavation",,"excavated from burrows, ca. 25–30 cm deep in open ground/at base of small bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 19:54:40 RC,Buthidae,Parabuthus,Parabuthus planicauda,39,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","several under stones (mostly sandstone) during daytime, few collected walking on ground or rocks with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 19:54:40 RC,Hormuridae,Hadogenes,Hadogenes trichiurus,2,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","fairly common in rock crevices, mostly in sandstone, but some in granite, in daytime, few doorkeeping from rock crevices with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 19:54:40 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,9,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling and burrow excavation",,very common in shallow burrows (ca. 10 cm deep) under dolerite/granite stones on clayey-loam at foot and lower slopes of mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 20:01:09 LP,Buthidae,Parabuthus,Parabuthus planicauda,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","several under stones (mostly sandstone) during daytime, few collected walking on ground or rocks with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 20:01:09 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,19,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","fairly common in rock crevices, mostly in sandstone, but some in granite, in daytime, few doorkeeping from rock crevices with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 20:01:09 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,20,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling and burrow excavation",,very common in shallow burrows (ca. 10 cm deep) under dolerite/granite stones on clayey-loam at foot and lower slopes of mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 20:01:09 LP,Scorpionidae,Opistophthalmus,Opistophthalmus pictus,13,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.311'S,24°47.588'E,-32.18341972,24.78349667,,,,,1322 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo on dry riverbed with Acacia karoo trees, clayey/shaley-loam soil","day, burrow excavation; night, UV light detection","very cold, windy, moonless night","very common in dry riverbed, excavated from burrows, ca. 20–30 cm deep, in open ground, one female collected walking on ground with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 21:51:37 LP,Buthidae,Parabuthus,Parabuthus planicauda,5,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","several under stones (mostly sandstone) during daytime, few collected walking on ground or rocks with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 21:51:37 LP,Buthidae,Uroplectes,Uroplectes triangulifer,16,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","night, UV light detection","very cold, windy, moonless night",collected sitting/walking on ground/rocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 21:51:37 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","fairly common in rock crevices, mostly in sandstone, but some in granite, in daytime, few doorkeeping from rock crevices with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 21:51:37 LP,Scorpionidae,Opistophthalmus,Opistophthalmus pictus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.311'S,24°47.588'E,-32.18341972,24.78349667,,,,,1322 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo on dry riverbed with Acacia karoo trees, clayey/shaley-loam soil","day, burrow excavation; night, UV light detection","very cold, windy, moonless night","very common in dry riverbed, excavated from burrows, ca. 20–30 cm deep, in open ground, one female collected walking on ground with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 21:55:25 RC,Buthidae,Parabuthus,Parabuthus planicauda,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","several under stones (mostly sandstone) during daytime, few collected walking on ground or rocks with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 21:55:25 RC,Buthidae,Uroplectes,Uroplectes triangulifer,4,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","night, UV light detection","very cold, windy, moonless night",collected sitting/walking on ground/rocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,Excelsior,2017-12-18 21:55:25 RC,Hormuridae,Hadogenes,Hadogenes trichiurus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","fairly common in rock crevices, mostly in sandstone, but some in granite, in daytime, few doorkeeping from rock crevices with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210_2445,3056,,,Scorpionidae,Opistophthalmus,Opistophthalmus pictus,23,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,"Farm Waterval on Opriesfontein 258, 1.9 km N of entrance gate",3224BB,32°12.079'S,24°46.755'E,-32.20002194,24.76687639,,,,,1264 m,19,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo on flat plain between low, rocky hills, pans and drainage lines with A. karoo trees and many small bushes on moderately hard, grey, slightly blocky clayey-loam","day, burrow excavation",,"fairly common, excavated from burrows ca. 20–40 cm deep in open ground and at base of small bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155_2330,3445,Landsig/Vliegekraal,2017-12-10 22:35:18 LP,Buthidae,Uroplectes,Uroplectes gracilior,30,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Landsig on Vliege Kraal 56, 1.2 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°58.823'S,23°32.985'E,-31.980388,23.549761,,,,,ca. 1080 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on gently rolling hills intersected by plains, scattered dolerite stones in places, fairly grassy with small bossies on reddish-brown sandy loam","night, UV light detection","cold, still, dark night","specimens uncommon, sitting on bushes or walking on ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155_2330,3445,Landsig/Vliegekraal,2017-12-10 22:41:42 RC,Buthidae,Uroplectes,Uroplectes gracilior,7,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Landsig on Vliege Kraal 56, 1.2 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°58.823'S,23°32.985'E,-31.980388,23.549761,,,,,ca. 1080 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on gently rolling hills intersected by plains, scattered dolerite stones in places, fairly grassy with small bossies on reddish-brown sandy loam","night, UV light detection","cold, still, dark night","specimens uncommon, sitting on bushes or walking on ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155_2330,3445,Landsig/Vliegekraal,,Buthidae,Uroplectes,Uroplectes gracilior,26,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Vlieëkraal on Vliege Kraal 56, 1.7 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°56.979'S,23°34.830'E,-31.93360528,23.56689722,,,,,1080 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on banks of episodic river, Acacia karoo thicket with smaller bushes (Lycium, Salsola) on compacted alluvial dunes (consolidated grey silt)","night, UV light detection","cold, still, dark night","specimens fairly common, sitting on bushes/ground or walking on ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155_2330,3445,Landsig/Vliegekraal,,Hormuridae,Hadogenes,Hadogenes trichiurus,1,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Vlieëkraal on Vliege Kraal 56, 1.2 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°57.160'S,23°34.773'E,-31.95004444,23.56688139,,,,,1078 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on moderate slope of rocky dolerite hill leading down to dry riverbed, many large and smaller dolerite stones, small bushes incl. A. karoo on reddish-brown sandy-loam","day, rock-rolling; night, UV light detection","cold, still, dark night",specimen in dolerite rock crevice near summit of dolerite koppie with UV light detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155_2330,3445,Landsig/Vliegekraal,,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,2,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Vlieëkraal on Vliege Kraal 56, 2.1 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°56.790'S,23°34.863'E,-31.93355278,23.56690639,,,,,1080 m,11,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on low sandstone/shale ridge near riverbed, many large, flat sandstone slabs with sparse vegetation, small bushes on shaley-loam, A. karoo trees near riverbed","day, rock-rolling",,in scrapes under stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155_2330,3445,Landsig/Vliegekraal,,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,68,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Vlieëkraal on Vliege Kraal 56, 1.2 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°57.160'S,23°34.773'E,-31.95004444,23.56688139,,,,,1078 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on moderate slope of rocky dolerite hill leading down to dry riverbed, many large and smaller dolerite stones, small bushes incl. A. karoo on reddish-brown sandy-loam","day, rock-rolling; night, UV light detection","cold, still, dark night","specimens very common in shallow burrows/scrapes under stones in daytime, several doorkeeping at burrow entrances under stones (excavated/rolled) at night with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
