PENTAD,PENTAD ID,POINT SITE FARM,BioGaps Track No,Track Date ,Track time,Observer,Family,Genus,SPECIES,NO_SPEC,DETERMINED,Country,Prov,Distr,Locality,QDS,LAT1,LONG1,LATDEC1,LONDEC1,LAT2,LONG2,LATDEC2,LONDEC2,ALT,DD1,MM1,YYYY1,DD2,MM2,YYYY2,Collectors,MAIN VEGETATION TYPE,BIOREGION,GENERAL HABITAT,COLLECTION METHOD,WEATHER AT NIGHT,SPECIMEN DATA
3110_2030,4698,Hoedjiesfontein / Grasbult,2017/02/20 22:14,2017/02/20, 22:14:17,LP,Buthidae,Parabuthus,capensis,5,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Calvinia Distr.,"Farm Tafelkop on Los Kop 523, between Tafelkop and homestead",3120BA,"31°14'12.2""S","20°31'09.5""E",-31.23673721,20.51931672,,,,,,20,2,2017,,,,L. Prendini & R. Christiaan,Western Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat to gently sloping plain leading up to low ridge, lower areas more sandy, higher areas with scattered stones (shale), small bushes with Rhigozum trichotomum and Lycium dominant on sandy-loam soil","night, UV light detection","cold, windy, moonless night, very strong wind","specimens uncommon, walking on ground or sitting in bushes"
3110_2030,4698,Hoedjiesfontein / Grasbult,2017/02/20 22:14,2017/02/20, 22:14:17,LP,Buthidae,Parabuthus,schlechteri,3,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Calvinia Distr.,"Farm Tafelkop on Los Kop 523, between Tafelkop and homestead",3120BA,"31°14'12.2""S","20°31'09.5""E",-31.23673721,20.51931672,,,,,,20,2,2017,,,,L. Prendini & R. Christiaan,Western Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat to gently sloping plain leading up to low ridge, lower areas more sandy, higher areas with scattered stones (shale), small bushes with Rhigozum trichotomum and Lycium dominant on sandy-loam soil","night, UV light detection","cold, windy, moonless night, very strong wind","specimens uncommon, walking on ground or sitting in bushes"
3110_2030,4698,Hoedjiesfontein / Grasbult,2017/02/20 22:14,2017/02/20, 22:14:17,LP,Buthidae,Uroplectes,carinatus,1,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Calvinia Distr.,"Farm Tafelkop on Los Kop 523, between Tafelkop and homestead",3120BA,"31°14'12.2""S","20°31'09.5""E",-31.23673721,20.51931672,,,,,,20,2,2017,,,,L. Prendini & R. Christiaan,Western Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat to gently sloping plain leading up to low ridge, lower areas more sandy, higher areas with scattered stones (shale), small bushes with Rhigozum trichotomum and Lycium dominant on sandy-loam soil","night, UV light detection","cold, windy, moonless night, very strong wind","specimens uncommon, sitting in bushes"
3110_2030,4698,Hoedjiesfontein / Grasbult,2017/02/20 22:14,2017/02/20, 22:14:17,LP,Scorpionidae,Opistophthalmus,lornae,2,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Calvinia Distr.,"Farm Tafelkop on Los Kop 523, between Tafelkop and homestead",3120BA,"31°14'12.2""S","20°31'09.5""E",-31.23673721,20.51931672,,,,,,20,2,2017,,,,L. Prendini & R. Christiaan,Western Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat to gently sloping plain leading up to low ridge, lower areas more sandy, higher areas with scattered stones (shale), small bushes with Rhigozum trichotomum and Lycium dominant on sandy-loam soil","night, UV light detection","cold, windy, moonless night, very strong wind","specimens uncommon, sitting on ground"
3110_2030,4698,Hoedjiesfontein / Grasbult,2017/02/20 22:16,2017/02/20, 22:16:25,RC,Buthidae,Parabuthus,capensis,1,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Calvinia Distr.,"Farm Tafelkop on Los Kop 523, between Tafelkop and homestead",3120BA,"31°14'12.2""S","20°31'09.5""E",-31.23673721,20.51931672,,,,,,20,2,2017,,,,L. Prendini & R. Christiaan,Western Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat to gently sloping plain leading up to low ridge, lower areas more sandy, higher areas with scattered stones (shale), small bushes with Rhigozum trichotomum and Lycium dominant on sandy-loam soil","night, UV light detection","cold, windy, moonless night, very strong wind","specimens uncommon, walking on ground or sitting in bushes"
3110_2030,4698,Hoedjiesfontein / Grasbult,2017/02/20 22:16,2017/02/20, 22:16:25,RC,Buthidae,Parabuthus,schlechteri,2,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Calvinia Distr.,"Farm Tafelkop on Los Kop 523, between Tafelkop and homestead",3120BA,"31°14'12.2""S","20°31'09.5""E",-31.23673721,20.51931672,,,,,,20,2,2017,,,,L. Prendini & R. Christiaan,Western Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat to gently sloping plain leading up to low ridge, lower areas more sandy, higher areas with scattered stones (shale), small bushes with Rhigozum trichotomum and Lycium dominant on sandy-loam soil","night, UV light detection","cold, windy, moonless night, very strong wind","specimens uncommon, walking on ground or sitting in bushes"
3110_2030,4698,Hoedjiesfontein / Grasbult,2017/02/20 22:16,2017/02/20, 22:16:25,RC,Buthidae,Uroplectes,carinatus,2,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Calvinia Distr.,"Farm Tafelkop on Los Kop 523, between Tafelkop and homestead",3120BA,"31°14'12.2""S","20°31'09.5""E",-31.23673721,20.51931672,,,,,,20,2,2017,,,,L. Prendini & R. Christiaan,Western Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat to gently sloping plain leading up to low ridge, lower areas more sandy, higher areas with scattered stones (shale), small bushes with Rhigozum trichotomum and Lycium dominant on sandy-loam soil","night, UV light detection","cold, windy, moonless night, very strong wind","specimens uncommon, sitting in bushes"
3105_2245,4878,Biesiebult,2017/02/25 20:59,2017/02/25, 20:59:13,LP,Buthidae,Parabuthus,capensis,2,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night","specimens moderately common, walking on ground or sitting in bushes on sandy plain and dry riverbed"
3105_2245,4878,Biesiebult,2017/02/25 20:59,2017/02/25, 20:59:13,LP,Buthidae,Parabuthus,nanus,3,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night","specimens uncommon, walking/sitting on ground in dry, sandy riverbed"
3105_2245,4878,Biesiebult,2017/02/25 20:59,2017/02/25, 20:59:13,LP,Buthidae,Uroplectes,carinatus,50,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night",specimens very common walking on ground or sitting in bushes on sandy plain and dry riverbed
3105_2245,4878,Biesiebult,2017/02/25 20:59,2017/02/25, 20:59:13,LP,Scorpionidae,Opistophthalmus,karrooensis,1,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,26,2,2017,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","day, rock-rolling",,specimens in shallow scrapes under stones on rocky ridge
3105_2245,4878,Biesiebult,2017/02/25 22:45,2017/02/25, 22:45:17,LP,Buthidae,Parabuthus,capensis,10,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night","specimens moderately common, walking on ground or sitting in bushes on sandy plain and dry riverbed"
3105_2245,4878,Biesiebult,2017/02/25 22:45,2017/02/25, 22:45:17,LP,Buthidae,Parabuthus,granulatus,2,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night","juvs uncommon, walking on ground on sandy plain"
3105_2245,4878,Biesiebult,2017/02/25 22:45,2017/02/25, 22:45:17,LP,Buthidae,Uroplectes,carinatus,53,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night",specimens very common walking on ground or sitting in bushes on sandy plain and dry riverbed
3105_2245,4878,Biesiebult,2017/02/25 22:45,2017/02/25, 22:45:17,LP,Scorpionidae,Opistophthalmus,sp.,1,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,26,2,2017,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","day, burrow excavation",,"specimens fairly common, excavated during daytime from burrows (ca. 20–40 cm deep) at base of small stones or in open ground, at base or on lower slopes of rocky ridge, one female spotted doorkeeping with UV light detection and excavated at night"
3105_2245,4878,Biesiebult,2017/02/25 22:45,2017/02/25, 22:45:19,RC,Buthidae,Parabuthus,capensis,6,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night","specimens moderately common, walking on ground or sitting in bushes on sandy plain and dry riverbed"
3105_2245,4878,Biesiebult,2017/02/25 22:45,2017/02/25, 22:45:19,RC,Buthidae,Parabuthus,granulatus,2,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night","juvs uncommon, walking on ground on sandy plain"
3105_2245,4878,Biesiebult,2017/02/25 22:45,2017/02/25, 22:45:19,RC,Buthidae,Parabuthus,nanus,3,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night","specimens uncommon, walking/sitting on ground in dry, sandy riverbed"
3105_2245,4878,Biesiebult,2017/02/25 22:45,2017/02/25, 22:45:19,RC,Buthidae,Uroplectes,carinatus,31,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","night, UV light detection","windy, moonless night",specimens very common walking on ground or sitting in bushes on sandy plain and dry riverbed
3105_2245,4878,Biesiebult,2017/02/26 11:52,2017/02/26, 11:52:34,RC,Scorpionidae,Opistophthalmus,karrooensis,5,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,26,2,2017,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","day, rock-rolling",,specimens in shallow scrapes under stones on rocky ridge
3105_2245,4878,Biesiebult,2017/02/26 11:53,2017/02/26, 11:53:48,LP,Scorpionidae,Opistophthalmus,sp.,7,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,26,2,2017,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","day, burrow excavation",,"specimens fairly common, excavated during daytime from burrows (ca. 20–40 cm deep) at base of small stones or in open ground, at base or on lower slopes of rocky ridge, one female spotted doorkeeping with UV light detection and excavated at night"
3105_2245,4878,Biesiebult,,,,,Scorpionidae,Opistophthalmus,karrooensis,11,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,26,2,2017,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","day, rock-rolling",,specimens in shallow scrapes under stones on rocky ridge
3105_2245,4878,Biesiebult,,,,,Scorpionidae,Opistophthalmus,sp.,10,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, W of Marthasput railway siding, 7 km from homestead",3122BB,"31°06'38.6""S","22°46'09.4""E",-31.11072222,22.76927778,"31°06'20.7""S","22°46'09.3""E",-31.10575,22.76925,1298–1303 m,25,2,2017,26,2,2017,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain, intersected by sandy wash and punctuated by rocky sandstone ridge and small dolerite (ironstone) koppies, fine sand to sandy-loam on plain, coarser sandy-loam on slopes of rocky ridge","day, burrow excavation",,"specimens fairly common, excavated during daytime from burrows (ca. 20–40 cm deep) at base of small stones or in open ground, at base or on lower slopes of rocky ridge, one female spotted doorkeeping with UV light detection and excavated at night"
3105_2245,4878,,,,,,Buthidae,Parabuthus,capensis,1,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, windpump, SSW of Marthasput railway siding, 6 km from homestead",3122BB,"31°06'49""S","22°46'41.3""E",-31.11361111,22.77813889,,,,,1286 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain with pans, small spiny bushes on hard, yellowish-grey clayey-loam","night, UV light detection","windy, moonless night",specimen walking on ground surface
3105_2245,4878,,,,,,Buthidae,Parabuthus,capensis,2,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, homestead, rocky fountain behind",3122BB,"31°05'06.5""S","22°49'04.3""E",-31.08513889,22.81786111,,,,,1260 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on low rocky flats surrounding natural spring (fountain), Salsola and spiny bushes on sodic/chalky-loam soil, many flat sandstone rocks, loose or partially embedded in ground, area somewhat disturbed behind homestead","night, UV light detection","cold, still, moonless night",specimens sitting/walking on ground and bushes
3105_2245,4878,,,,,,Buthidae,Uroplectes,carinatus,9,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, homestead, rocky fountain behind",3122BB,"31°05'06.5""S","22°49'04.3""E",-31.08513889,22.81786111,,,,,1260 m,25,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on low rocky flats surrounding natural spring (fountain), Salsola and spiny bushes on sodic/chalky-loam soil, many flat sandstone rocks, loose or partially embedded in ground, area somewhat disturbed behind homestead","night, UV light detection","cold, still, moonless night",specimens sitting/walking on ground and bushes
3105_2245,4878,,,,,,Scorpionidae,Opistophthalmus,carinatus,15,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, homestead, rocky fountain behind",3122BB,"31°05'06.5""S","22°49'04.3""E",-31.08513889,22.81786111,,,,,1260 m,26,2,2017,,,,"L. Prendini, R. Christiaan, J.R. & S. Schlebusch",Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on low rocky flats surrounding natural spring (fountain), Salsola and spiny bushes on sodic/chalky-loam soil, many flat sandstone rocks, loose or partially embedded in ground, area somewhat disturbed behind homestead","day, rock-rolling and burrow excavation",,"specimens very common in shallow burrows (ca. 10–20 cm deep) under stones, one male in scrape under stone"
3105_2245,4878,,,,,,Scorpionidae,Opistophthalmus,pictus,11,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, windpump, SSW of Marthasput railway siding, 6 km from homestead",3122BB,"31°06'49""S","22°46'41.3""E",-31.11361111,22.77813889,,,,,1286 m,26,2,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain with pans, small spiny bushes on hard, yellowish-grey clayey-loam","day, burrow excavation",,"male under crate in morning, females excavated from burrows, ca. 30 cm deep, in open ground"
3105_2245,4878,,,,,,Scorpionidae,Opistophthalmus,pictus,3,"L. Prendini, 2017",South Africa,Northern Cape Prov.,Victoria West Distr.,"Farm Biesiesbult 253, E of Marthasput railway siding, 2 km S homestead",3122BB,"31°06'02.8""S","22°48'53""E",-31.10077778,22.81472222,,,,,1273 m,26,2,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama karoo on flat plain with pans, small spiny bushes and grasses on hard, grey clayey-loam to chalky-loam soil with calcrete nodes in places, recently rained","day, burrow excavation",,"specimens excavated from burrows, ca. 30–50 cm deep, in open ground"
3255_2220,1860,Klein Waterval,2017-12-21 19:31:27 LP,2017/12/21, 19:31:27,LP,Hormuridae,Hadogenes,sp.,5,"L. Prendini, 2017",South Africa,Western Cape Province,Prince Albert District,Farm Klein Waterval on Spreeuw Fontein 26,3222CD,32°58.204'S,22°21.141'E,-32.96672333,22.35003917,,,,,955 m,21,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on rolling hills intersected by dry riverbed, many emergent sandstone and shale outcrops, loose and embedded stones, with small bushes and occasional larger bushes (Euclea, Rhus and A. karoo) on shaley-loam","day, rock-rolling; night, UV light detection","cool, windy, somewhat humid (post-rain) night, first quarter moon sank 9:30 pm","two females, several juveniles collected in rock crevices, mostly sandstone, during daytime, rest observed doorkeeping in rock crevices with UV light detection"
3255_2220,1860,Klein Waterval,2017-12-21 19:31:27 LP,2017/12/21, 19:31:27,LP,Scorpionidae,Opistophthalmus,karrooensis,5,"L. Prendini, 2017",South Africa,Western Cape Province,Prince Albert District,Farm Klein Waterval on Spreeuw Fontein 26,3222CD,32°58.204'S,22°21.141'E,-32.96672333,22.35003917,,,,,955 m,21,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on rolling hills intersected by dry riverbed, many emergent sandstone and shale outcrops, loose and embedded stones, with small bushes and occasional larger bushes (Euclea, Rhus and A. karoo) on shaley-loam","day, rock-rolling; night, UV light detection","cool, windy, somewhat humid (post-rain) night, first quarter moon sank 9:30 pm","uncommon in scrapes under stones during daytime, more commonly observed sitting on ground in rocky areas and along banks of dry riverbed with UV light detection"
3255_2220,1860,Klein Waterval,2017-12-21 19:37:31 RC,2017/12/21, 19:37:31,RC,Hormuridae,Hadogenes,sp.,3,"L. Prendini, 2017",South Africa,Western Cape Province,Prince Albert District,Farm Klein Waterval on Spreeuw Fontein 26,3222CD,32°58.204'S,22°21.141'E,-32.96672333,22.35003917,,,,,955 m,21,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on rolling hills intersected by dry riverbed, many emergent sandstone and shale outcrops, loose and embedded stones, with small bushes and occasional larger bushes (Euclea, Rhus and A. karoo) on shaley-loam","day, rock-rolling; night, UV light detection","cool, windy, somewhat humid (post-rain) night, first quarter moon sank 9:30 pm","two females, several juveniles collected in rock crevices, mostly sandstone, during daytime, rest observed doorkeeping in rock crevices with UV light detection"
3255_2220,1860,Klein Waterval,2017-12-21 19:37:31 RC,2017/12/21, 19:37:31,RC,Scorpionidae,Opistophthalmus,karrooensis,12,"L. Prendini, 2017",South Africa,Western Cape Province,Prince Albert District,Farm Klein Waterval on Spreeuw Fontein 26,3222CD,32°58.204'S,22°21.141'E,-32.96672333,22.35003917,,,,,955 m,21,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on rolling hills intersected by dry riverbed, many emergent sandstone and shale outcrops, loose and embedded stones, with small bushes and occasional larger bushes (Euclea, Rhus and A. karoo) on shaley-loam","day, rock-rolling; night, UV light detection","cool, windy, somewhat humid (post-rain) night, first quarter moon sank 9:30 pm","uncommon in scrapes under stones during daytime, more commonly observed sitting on ground in rocky areas and along banks of dry riverbed with UV light detection"
3255_2220,1860,Klein Waterval,2017-12-21 22:21:27 LP,2017/12/21, 22:21:27,LP,Buthidae,Parabuthus,capensis,3,"L. Prendini, 2017",South Africa,Western Cape Province,Prince Albert District,Farm Klein Waterval on Spreeuw Fontein 26,3222CD,32°58.204'S,22°21.141'E,-32.96672333,22.35003917,,,,,955 m,21,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on rolling hills intersected by dry riverbed, many emergent sandstone and shale outcrops, loose and embedded stones, with small bushes and occasional larger bushes (Euclea, Rhus and A. karoo) on shaley-loam","night, UV light detection","cool, windy, somewhat humid (post-rain) night, first quarter moon sank 9:30 pm","few walking on ground, mostly in open, gravelly areas"
3255_2220,1860,Klein Waterval,2017-12-21 22:21:27 LP,2017/12/21, 22:21:27,LP,Buthidae,Uroplectes,gracilior,4,"L. Prendini, 2017",South Africa,Western Cape Province,Prince Albert District,Farm Klein Waterval on Spreeuw Fontein 26,3222CD,32°58.204'S,22°21.141'E,-32.96672333,22.35003917,,,,,955 m,21,12,2017,,,,L. Prendini & R. Christiaan,Gamka Karoo,Lower Karoo Bioregion,"Nama Karoo on rolling hills intersected by dry riverbed, many emergent sandstone and shale outcrops, loose and embedded stones, with small bushes and occasional larger bushes (Euclea, Rhus and A. karoo) on shaley-loam","night, UV light detection","cool, windy, somewhat humid (post-rain) night, first quarter moon sank 9:30 pm","few sitting on bushes in open, gravelly areas"
